City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Air_quality
Lucknow,8/25/2017,34.82,100.95,14.23,50.54,24.3,17.82,1.15,6.41,11.49,1.56,3.11,0.82,76.0,Moderate
Lucknow,8/26/2017,36.6,100.95,21.37,29.57,24.3,17.82,1.24,5.98,12.11,1.5,3.09,0.82,63.0,Poor
Lucknow,8/27/2017,21.59,100.95,24.06,72.49,24.3,17.82,1.29,5.97,13.56,1.49,3.11,0.82,56.0,Very Poor
Lucknow,8/28/2017,11.61,100.95,11.22,17.95,24.3,17.82,1.34,6.46,13.54,1.63,3.14,0.82,50.0,Severe
Lucknow,8/29/2017,22.21,100.95,5.27,15.26,24.3,17.82,1.13,4.85,18.2,1.5,3.11,0.82,41.0,Good
Lucknow,8/30/2017,33.11,100.95,9.59,13.48,24.3,17.82,1.65,4.41,26.77,1.11,2.87,0.82,55.0,Satisfactory
Lucknow,8/31/2017,31.44,100.95,7.56,16.14,24.3,17.82,4.68,4.64,19.36,1.37,2.89,0.82,108.0,Moderate
Lucknow,9/1/2017,20.76,100.95,7.39,14.04,24.3,17.82,1.62,4.62,18.1,1.5,3.1,0.82,70.0,Poor
Lucknow,9/2/2017,21.69,100.95,6.56,13.09,24.3,17.82,1.68,4.69,18.2,1.5,3.1,0.82,72.0,Very Poor
Lucknow,9/3/2017,25.72,100.95,8.26,11.18,24.3,17.82,1.62,4.61,14.84,1.7,3.14,0.82,66.0,Severe
Lucknow,9/4/2017,32.27,100.95,10.02,14.94,24.3,17.82,1.54,5.54,14.14,1.71,3.15,0.82,83.0,Good
Lucknow,9/5/2017,41.31,100.95,6.4,19.7,24.3,17.82,1.31,5.11,14.73,1.5,3.11,0.82,73.0,Satisfactory
Lucknow,9/6/2017,47.98,100.95,11.35,33.03,24.3,17.82,1.49,4.62,18.19,1.5,3.1,0.82,84.0,Moderate
Lucknow,9/7/2017,48.66,100.95,12.7,31.39,24.3,17.82,1.17,5.11,15.15,1.54,3.11,0.82,77.0,Poor
Lucknow,9/8/2017,57.46,100.95,14.32,32.49,24.3,17.82,1.09,5.14,20.56,1.61,3.12,0.82,96.0,Very Poor
Lucknow,9/9/2017,59.67,100.95,14.04,43.52,24.3,17.82,1.13,5.02,19.36,1.73,3.14,0.82,95.0,Severe
Lucknow,9/10/2017,72.6,100.95,17.81,48.73,24.3,17.82,1.2,4.38,30.02,1.61,3.13,0.82,116.0,Good
Lucknow,9/11/2017,86.0,100.95,18.06,29.13,24.3,17.82,1.18,5.37,26.2,1.5,3.11,0.82,171.0,Moderate
Lucknow,9/12/2017,74.71,100.95,17.14,52.22,24.3,17.82,1.17,4.28,29.4,1.5,3.1,0.82,163.0,Moderate
Lucknow,9/13/2017,81.77,100.95,15.46,51.42,24.3,17.82,1.14,4.75,29.14,1.5,3.11,0.82,153.0,Poor
Lucknow,9/14/2017,76.58,100.95,10.17,18.06,24.3,17.82,1.11,4.9,23.29,1.49,3.09,0.82,173.0,Very Poor
Lucknow,9/15/2017,53.51,100.95,10.91,24.96,24.3,17.82,1.28,5.46,30.61,1.61,3.14,0.82,120.0,Severe
Lucknow,9/16/2017,43.46,100.95,9.4,32.36,24.3,17.82,1.25,4.64,32.14,1.5,3.11,0.82,79.0,Good
Lucknow,9/17/2017,44.81,100.95,12.03,33.74,24.3,17.82,1.16,4.83,31.59,1.5,3.11,0.82,76.0,Satisfactory
Lucknow,9/18/2017,40.76,100.95,9.45,34.34,24.3,17.82,3.23,5.15,27.24,1.5,3.1,0.82,75.0,Moderate
Lucknow,9/19/2017,22.15,100.95,7.67,23.0,24.3,17.82,8.13,4.91,18.66,1.5,3.1,0.82,141.0,Poor
Lucknow,9/20/2017,41.19,100.95,9.36,25.2,24.3,17.82,1.33,4.93,16.73,2.21,3.01,0.82,61.0,Very Poor
Lucknow,9/21/2017,21.08,100.95,6.89,22.99,24.3,17.82,1.14,5.53,15.47,2.37,3.41,0.82,67.0,Severe
Lucknow,9/22/2017,23.0,100.95,5.02,16.09,24.3,17.82,7.52,4.49,14.94,2.5,3.59,0.82,176.0,Good
Lucknow,9/23/2017,30.87,100.95,5.69,13.79,24.3,17.82,1.33,5.59,12.27,2.34,3.46,0.82,59.0,Satisfactory
Lucknow,9/24/2017,40.25,100.95,4.69,11.11,24.3,17.82,1.25,5.08,16.39,2.39,3.52,0.82,79.0,Moderate
Lucknow,9/25/2017,33.76,100.95,5.04,12.3,24.3,17.82,1.26,4.72,19.63,2.5,3.61,0.82,76.0,Poor
Lucknow,9/26/2017,68.45,100.95,3.77,16.86,16.98,8.91,0.95,4.79,20.53,2.2,3.18,0.82,89.0,Very Poor
Lucknow,9/27/2017,80.19,100.95,4.73,19.01,17.41,9.35,1.18,6.4,26.15,2.48,3.57,0.82,151.0,Severe
Lucknow,9/28/2017,75.01,100.95,11.19,37.57,26.17,7.95,0.89,7.7,30.48,1.83,2.64,0.82,160.0,Good
Lucknow,9/29/2017,65.98,100.95,13.34,34.9,33.63,6.44,0.94,6.95,29.53,2.51,3.59,0.82,140.0,Moderate
Lucknow,9/30/2017,77.33,100.95,6.96,31.24,28.62,7.72,0.95,7.67,29.65,2.51,3.59,0.82,135.0,Moderate
Lucknow,10/1/2017,61.56,100.95,12.61,26.32,16.22,16.68,0.8,6.78,23.32,2.33,3.47,0.82,140.0,Poor
Lucknow,10/2/2017,68.78,100.95,7.94,24.24,22.14,10.73,0.71,8.56,16.98,1.71,2.74,0.82,115.0,Very Poor
Lucknow,10/3/2017,58.8,100.95,15.79,34.36,32.38,6.59,0.78,8.82,15.38,2.07,5.11,0.82,122.0,Severe
Lucknow,10/4/2017,42.05,100.95,8.89,25.47,23.2,9.52,0.96,7.04,20.42,2.49,7.57,0.82,100.0,Good
Lucknow,10/5/2017,59.02,100.95,17.64,36.5,36.06,7.47,1.02,7.37,17.38,2.66,2.61,0.82,95.0,Satisfactory
Lucknow,10/6/2017,60.54,100.95,12.67,37.58,31.85,6.51,1.04,7.04,20.43,1.89,2.0,0.82,103.0,Moderate
Lucknow,10/7/2017,83.04,100.95,16.71,43.59,37.13,6.7,1.18,6.75,25.48,1.92,1.96,0.82,138.0,Poor
Lucknow,10/8/2017,82.36,100.95,12.31,34.46,31.31,8.45,1.0,6.95,28.6,1.73,2.0,0.82,188.0,Very Poor
Lucknow,10/9/2017,81.08,100.95,20.44,41.3,35.01,8.47,1.02,7.04,19.71,1.85,1.99,0.82,165.0,Severe
Lucknow,10/10/2017,100.7,100.95,14.66,34.8,41.09,7.19,1.11,8.1,22.94,1.46,1.86,0.82,207.0,Good
Lucknow,10/11/2017,73.41,100.95,8.57,30.57,22.52,7.55,1.1,5.91,18.43,1.06,1.41,0.82,200.0,Moderate
Lucknow,10/12/2017,95.02,100.95,12.35,44.26,29.05,10.09,0.79,6.5,23.52,1.59,4.44,0.82,182.0,Moderate
Lucknow,10/13/2017,140.41,100.95,32.53,62.28,46.9,6.28,1.0,5.6,21.43,2.25,2.6,0.82,259.0,Poor
Lucknow,10/14/2017,138.31,100.95,14.45,53.25,29.84,5.27,0.87,5.22,31.1,2.15,2.06,0.82,311.0,Very Poor
Lucknow,10/15/2017,128.71,100.95,15.4,59.68,41.41,3.6,0.89,7.14,39.88,2.01,2.77,0.82,308.0,Severe
Lucknow,10/16/2017,169.38,100.95,29.6,72.26,65.79,2.8,0.73,11.86,28.96,1.1,0.52,0.82,319.0,Good
Lucknow,10/17/2017,176.38,100.95,39.23,71.24,57.02,4.5,0.67,17.23,19.74,0.77,1.29,0.82,348.0,Very Poor
Lucknow,10/18/2017,194.31,100.95,47.62,55.68,71.46,13.23,0.97,21.34,18.81,2.11,1.32,0.82,354.0,Moderate
Lucknow,10/19/2017,173.5,100.95,13.34,36.49,33.42,37.12,1.61,31.73,17.24,2.91,2.88,0.82,330.0,Poor
Lucknow,10/20/2017,172.87,100.95,11.81,29.79,29.91,37.6,1.51,15.66,15.35,2.24,2.53,0.82,362.0,Very Poor
Lucknow,10/21/2017,130.42,100.95,9.04,30.05,25.23,40.06,1.22,15.55,17.32,2.23,2.31,0.82,265.0,Severe
Lucknow,10/22/2017,229.03,100.95,34.06,57.38,56.2,31.47,1.44,19.69,26.57,1.89,3.26,0.82,339.0,Good
Lucknow,10/23/2017,196.91,100.95,56.94,80.44,84.66,25.43,1.53,23.36,28.24,2.06,4.03,0.82,391.0,Very Poor
Lucknow,10/24/2017,199.31,100.95,59.11,75.27,70.3,27.82,1.76,21.03,26.58,2.43,5.71,0.82,353.0,Moderate
Lucknow,10/25/2017,209.09,100.95,68.98,86.12,84.92,23.24,1.78,26.05,31.97,2.33,6.13,0.82,363.0,Poor
Lucknow,10/26/2017,204.12,100.95,65.77,89.66,108.75,19.03,1.34,26.34,25.79,1.97,4.31,0.82,379.0,Very Poor
Lucknow,10/27/2017,161.98,100.95,51.75,83.17,98.16,22.42,1.66,19.57,33.02,2.04,4.17,0.82,343.0,Severe
Lucknow,10/28/2017,171.39,100.95,52.81,84.41,113.9,20.45,1.44,19.45,29.39,2.08,3.4,0.82,338.0,Good
Lucknow,10/29/2017,184.47,100.95,10.52,55.4,45.39,29.86,1.14,14.33,42.12,9.43,2.47,0.82,333.0,Very Poor
Lucknow,10/30/2017,155.1,100.95,29.63,59.52,55.14,21.02,1.28,10.32,37.37,2.71,3.21,0.82,344.0,Moderate
Lucknow,10/31/2017,136.84,100.95,39.08,61.21,62.96,17.79,0.87,10.32,45.65,0.54,2.08,0.82,237.0,Poor
Lucknow,11/1/2017,151.16,100.95,16.17,44.85,36.76,27.52,1.15,7.29,37.03,1.46,2.48,0.82,312.0,Very Poor
Lucknow,11/2/2017,172.33,100.95,21.31,51.53,44.44,31.08,1.17,7.06,47.5,0.95,2.32,0.82,323.0,Severe
Lucknow,11/3/2017,195.75,100.95,20.56,56.67,46.54,33.57,1.75,6.81,46.69,1.48,4.33,0.82,354.0,Good
Lucknow,11/4/2017,198.64,100.95,31.33,52.58,52.5,33.37,1.38,7.25,44.73,0.39,1.42,0.82,369.0,Very Poor
Lucknow,11/5/2017,195.99,100.95,48.24,49.04,66.41,36.48,2.76,8.52,46.58,0.62,0.72,0.82,388.0,Moderate
Lucknow,11/6/2017,200.8,100.95,40.04,50.59,60.42,35.47,1.22,9.71,42.18,0.15,1.19,0.82,339.0,Poor
Lucknow,11/7/2017,230.94,100.95,32.32,59.57,58.14,38.07,1.35,10.21,46.2,0.4,2.22,0.82,362.0,Very Poor
Lucknow,11/8/2017,334.9,100.95,42.34,60.72,66.12,41.97,1.51,9.79,57.2,0.35,1.14,0.82,425.0,Severe
Lucknow,11/9/2017,387.84,100.95,65.64,55.77,82.14,51.92,1.65,9.39,56.13,0.56,2.87,0.82,495.0,Good
Lucknow,11/10/2017,378.39,100.95,45.74,51.14,63.79,42.02,2.05,8.94,50.44,1.16,1.11,0.82,503.0,Severe
Lucknow,11/11/2017,258.15,100.95,21.19,52.54,44.84,34.8,1.31,10.15,60.8,1.33,1.54,0.82,463.0,Moderate
Lucknow,11/12/2017,239.63,100.95,13.34,38.8,30.59,34.76,1.17,10.89,60.88,1.28,1.06,0.82,386.0,Poor
Lucknow,11/13/2017,446.68,100.95,60.76,62.1,76.25,55.7,1.81,10.83,45.74,1.18,1.76,0.82,454.0,Very Poor
Lucknow,11/14/2017,425.31,100.95,103.0,60.79,116.02,77.23,1.58,10.19,35.99,1.2,1.98,0.82,581.0,Severe
Lucknow,11/15/2017,237.11,100.95,49.14,56.89,69.47,44.19,1.85,9.5,37.48,1.22,1.47,0.82,444.0,Good
Lucknow,11/16/2017,191.15,100.95,51.97,54.05,70.19,36.71,1.79,9.39,29.43,1.26,2.88,0.82,360.0,Very Poor
Lucknow,11/17/2017,181.72,100.95,26.03,46.83,45.63,44.11,1.28,8.03,37.44,1.28,1.07,0.82,361.0,Moderate
Lucknow,11/18/2017,190.16,100.95,13.86,50.47,37.86,40.6,1.07,9.27,42.82,1.28,0.99,0.82,341.0,Poor
Lucknow,11/19/2017,192.63,100.95,11.75,49.27,35.5,55.39,0.89,24.02,40.77,1.48,0.8,0.82,360.0,Very Poor
Lucknow,11/20/2017,139.29,100.95,10.67,42.64,31.15,52.54,0.85,13.4,58.37,1.32,0.76,0.82,324.0,Severe
Lucknow,11/21/2017,171.74,100.95,11.57,48.07,34.77,55.5,1.0,6.62,69.72,1.34,0.67,0.82,316.0,Good
Lucknow,11/22/2017,187.09,100.95,13.66,59.73,42.64,55.77,1.18,8.11,61.73,1.33,0.94,0.82,350.0,Very Poor
Lucknow,11/23/2017,167.77,100.95,13.14,60.97,43.51,58.61,1.19,8.36,54.78,1.35,0.9,0.82,344.0,Moderate
Lucknow,11/24/2017,171.75,100.95,11.99,63.91,43.54,59.47,1.22,9.02,52.9,1.33,2.52,0.82,336.0,Poor
Lucknow,11/25/2017,194.67,100.95,25.07,73.69,59.61,64.29,1.28,11.13,54.83,1.29,2.79,0.82,342.0,Very Poor
Lucknow,11/26/2017,181.66,100.95,11.0,59.21,40.24,58.07,0.82,11.19,64.86,1.35,0.68,0.82,360.0,Severe
Lucknow,11/27/2017,230.28,100.95,11.95,60.42,41.65,57.76,1.03,12.16,65.26,1.3,1.55,0.82,342.0,Good
Lucknow,11/28/2017,178.03,100.95,25.23,66.88,55.7,67.52,1.43,8.69,51.4,1.37,1.1,0.82,385.0,Very Poor
Lucknow,11/29/2017,236.79,100.95,101.11,92.62,130.14,96.77,2.29,10.96,34.01,1.34,2.98,0.82,364.0,Moderate
Lucknow,11/30/2017,274.25,100.95,72.96,80.71,101.26,66.11,2.02,8.59,31.53,1.34,3.38,0.82,411.0,Poor
Lucknow,12/1/2017,286.15,100.95,106.63,73.94,124.68,65.03,2.39,8.26,29.09,1.3,3.83,0.82,434.0,Very Poor
Lucknow,12/2/2017,220.65,100.95,54.29,68.12,79.94,54.55,1.72,8.96,31.63,1.54,2.13,0.82,387.0,Severe
Lucknow,12/3/2017,226.91,100.95,44.37,69.83,72.57,55.3,1.68,8.77,29.46,1.4,1.66,0.82,389.0,Good
Lucknow,12/4/2017,210.11,100.95,29.32,68.83,60.04,53.82,1.48,9.54,27.96,1.39,1.63,0.82,366.0,Very Poor
Lucknow,12/5/2017,194.41,100.95,17.21,54.82,42.85,49.47,1.25,10.58,29.49,1.47,0.73,0.82,366.0,Moderate
Lucknow,12/6/2017,237.17,100.95,12.01,48.21,36.02,48.53,1.15,11.95,44.14,1.42,4.78,0.82,369.0,Poor
Lucknow,12/7/2017,119.24,100.95,11.68,46.04,33.79,45.96,0.96,8.77,43.58,1.41,12.75,0.82,351.0,Very Poor
Lucknow,12/8/2017,119.57,100.95,12.51,53.18,38.04,47.28,0.6,13.25,51.29,1.86,4.26,0.82,240.0,Severe
Lucknow,12/9/2017,178.06,100.95,54.19,64.87,77.61,49.98,1.01,15.34,38.22,4.03,3.16,0.82,310.0,Good
Lucknow,12/10/2017,235.17,100.95,55.31,73.96,79.86,50.87,1.52,13.86,27.02,5.24,7.82,0.82,389.0,Very Poor
Lucknow,12/11/2017,164.75,100.95,36.96,73.78,68.51,49.74,1.6,10.23,28.25,2.87,4.33,0.82,354.0,Moderate
Lucknow,12/12/2017,193.96,100.95,50.36,72.23,77.96,50.39,1.82,10.5,22.08,3.47,5.0,0.82,339.0,Poor
Lucknow,12/13/2017,173.02,100.95,11.72,60.94,41.47,51.16,0.81,8.87,29.12,1.76,1.26,0.82,352.0,Very Poor
Lucknow,12/14/2017,169.94,100.95,8.44,47.79,31.95,55.73,0.68,8.43,25.2,1.57,0.79,0.82,328.0,Severe
Lucknow,12/15/2017,155.69,100.95,8.01,49.63,33.77,52.78,0.7,11.8,24.85,1.51,0.76,0.82,328.0,Good
Lucknow,12/16/2017,130.22,100.95,7.63,47.58,31.24,50.33,0.51,8.63,32.47,1.14,3.23,0.82,325.0,Very Poor
Lucknow,12/17/2017,150.31,100.95,15.04,56.93,42.28,50.09,1.05,10.49,37.52,1.93,1.7,0.82,293.0,Moderate
Lucknow,12/18/2017,206.45,100.95,14.63,67.75,47.82,51.3,1.27,9.83,29.55,1.8,1.14,0.82,341.0,Poor
Lucknow,12/19/2017,347.73,100.95,68.28,78.85,95.55,47.94,2.57,10.93,22.79,3.46,3.02,0.82,417.0,Very Poor
Lucknow,12/20/2017,433.0,100.95,113.36,76.92,131.19,44.06,2.78,13.64,25.31,5.82,5.27,0.82,543.0,Severe
Lucknow,12/21/2017,288.47,100.95,42.66,57.72,65.06,50.96,1.79,12.24,49.22,2.92,2.56,0.82,486.0,Good
Lucknow,12/22/2017,207.16,100.95,9.61,52.36,35.32,55.77,1.19,11.66,80.06,1.16,1.11,0.82,383.0,Very Poor
Lucknow,12/23/2017,158.89,100.95,27.36,54.32,51.76,51.04,0.93,9.16,77.57,1.93,1.1,0.82,337.0,Moderate
Lucknow,12/24/2017,218.33,100.95,26.01,59.58,52.15,50.56,1.88,8.54,64.36,2.89,1.52,0.82,339.0,Poor
Lucknow,12/25/2017,233.41,100.95,18.8,49.73,41.29,52.94,2.01,7.07,61.54,1.68,0.93,0.82,395.0,Very Poor
Lucknow,12/26/2017,227.18,100.95,30.87,52.13,52.01,51.05,1.81,8.41,63.43,1.8,1.13,0.82,371.0,Severe
Lucknow,12/27/2017,290.8,100.95,41.47,59.6,64.87,49.9,1.94,8.66,64.21,2.45,1.72,0.82,425.0,Good
Lucknow,12/28/2017,369.35,100.95,65.49,53.57,73.3,49.48,2.13,9.5,51.08,3.75,2.72,0.82,460.0,Severe
Lucknow,12/29/2017,243.94,100.95,37.62,46.83,50.17,53.46,2.15,10.19,39.17,2.2,1.56,0.82,443.0,Moderate
Lucknow,12/30/2017,196.62,100.95,19.0,56.08,44.54,53.78,2.03,7.24,28.32,1.79,1.16,0.82,362.0,Poor
Lucknow,12/31/2017,235.15,100.95,12.19,53.25,37.95,54.29,2.14,7.64,49.5,1.78,1.12,0.82,387.0,Very Poor
Lucknow,1/1/2018,170.51,100.95,9.57,41.05,28.79,54.74,1.89,6.89,60.19,2.52,1.23,0.82,356.0,Severe
Lucknow,1/2/2018,199.89,100.95,36.7,34.35,40.59,52.31,1.39,8.56,50.44,5.56,3.19,0.82,320.0,Good
Lucknow,1/3/2018,239.01,100.95,12.12,38.57,28.67,52.42,1.43,7.57,42.66,2.04,6.27,0.82,406.0,Severe
Lucknow,1/4/2018,250.36,100.95,13.96,46.68,34.5,51.9,1.6,7.77,30.7,2.78,7.18,0.82,389.0,Moderate
Lucknow,1/5/2018,241.25,100.95,18.05,48.41,39.93,50.49,1.45,9.07,15.74,2.25,5.87,0.82,398.0,Poor
Lucknow,1/6/2018,192.99,100.95,30.98,49.57,50.65,49.05,1.67,8.87,27.13,3.07,4.82,0.82,359.0,Very Poor
Lucknow,1/7/2018,252.98,100.95,35.25,53.94,49.26,49.78,1.81,8.86,25.4,3.45,5.49,0.82,387.0,Severe
Lucknow,1/8/2018,300.46,100.95,25.08,58.74,40.75,50.55,1.83,9.17,25.25,3.73,5.86,0.82,431.0,Good
Lucknow,1/9/2018,245.76,100.95,25.68,45.21,44.62,51.86,1.83,8.57,22.39,2.84,5.16,0.82,408.0,Severe
Lucknow,1/10/2018,235.73,100.95,18.32,46.46,39.3,52.24,2.1,8.8,27.65,2.92,5.43,0.82,398.0,Moderate
Lucknow,1/11/2018,260.93,100.95,19.85,48.82,42.21,52.21,1.62,9.82,32.01,2.17,3.11,0.82,393.0,Poor
Lucknow,1/12/2018,301.74,100.95,15.11,54.54,40.61,52.73,1.29,9.29,17.78,1.12,2.32,0.82,427.0,Very Poor
Lucknow,1/13/2018,284.77,100.95,33.23,52.45,59.1,51.37,1.49,10.86,22.37,1.53,2.15,0.82,432.0,Severe
Lucknow,1/14/2018,231.89,100.95,38.7,62.82,65.0,50.05,1.36,9.76,26.75,1.46,3.4,0.82,420.0,Good
Lucknow,1/15/2018,238.68,100.95,46.87,61.77,70.75,49.7,2.48,8.7,29.12,2.47,4.15,0.82,398.0,Very Poor
Lucknow,1/16/2018,198.9,100.95,12.28,45.9,33.04,53.15,1.57,9.81,39.04,1.57,3.46,0.82,359.0,Moderate
Lucknow,1/17/2018,211.58,100.95,26.3,47.58,43.64,52.78,1.96,10.82,16.64,2.08,4.04,0.82,363.0,Poor
Lucknow,1/18/2018,210.07,100.95,46.68,46.32,57.82,51.67,1.97,9.9,27.45,2.57,3.89,0.82,368.0,Very Poor
Lucknow,1/19/2018,290.41,100.95,93.85,54.83,104.19,46.14,1.89,9.96,22.2,6.83,12.02,0.82,433.0,Severe
Lucknow,1/20/2018,183.73,100.95,21.64,49.43,43.51,52.38,2.16,10.46,24.45,2.46,4.84,0.82,391.0,Good
Lucknow,1/21/2018,197.86,100.95,26.7,49.76,47.75,51.64,1.16,9.56,36.88,1.27,5.79,0.82,355.0,Very Poor
Lucknow,1/22/2018,242.99,100.95,43.71,51.54,60.5,47.15,1.34,8.87,33.49,2.57,4.52,0.82,384.0,Moderate
Lucknow,1/23/2018,275.53,100.95,71.72,49.56,81.59,37.18,1.83,9.71,26.45,4.4,24.62,0.82,426.0,Poor
Lucknow,1/24/2018,162.78,100.95,11.42,37.49,29.79,50.41,1.05,10.27,28.72,1.24,18.98,0.82,346.0,Very Poor
Lucknow,1/25/2018,157.0,100.95,12.06,31.58,24.61,50.77,1.06,8.1,20.9,1.75,18.65,0.82,324.0,Severe
Lucknow,1/26/2018,178.63,100.95,13.42,35.09,26.22,46.37,1.31,8.58,42.45,1.92,16.63,0.82,333.0,Good
Lucknow,1/27/2018,179.67,100.95,12.78,36.02,26.06,45.36,1.28,9.7,57.25,2.15,13.28,0.82,344.0,Very Poor
Lucknow,1/28/2018,202.52,100.95,17.7,38.93,31.53,42.65,1.53,8.36,55.88,2.94,15.75,0.82,357.0,Moderate
Lucknow,1/29/2018,201.04,100.95,17.19,45.62,33.49,41.63,1.13,9.83,59.69,3.37,18.14,0.82,373.0,Poor
Lucknow,1/30/2018,155.06,100.95,12.86,34.43,27.1,44.78,1.14,7.78,66.28,1.92,9.56,0.82,344.0,Very Poor
Lucknow,1/31/2018,151.75,100.95,11.85,26.38,21.7,54.0,0.98,8.44,71.36,1.0,5.67,0.82,295.0,Severe
Lucknow,2/1/2018,162.83,100.95,15.66,33.39,27.21,55.29,1.04,8.27,61.06,1.67,3.58,0.82,324.0,Good
Lucknow,2/2/2018,164.95,100.95,48.6,40.26,50.47,52.78,1.37,9.1,62.13,2.88,3.57,0.82,321.0,Very Poor
Lucknow,2/3/2018,235.22,100.95,98.89,54.6,85.06,40.78,2.02,12.83,56.21,4.84,5.69,0.82,370.0,Moderate
Lucknow,2/4/2018,163.84,100.95,12.92,32.99,24.26,53.87,1.39,9.75,59.09,0.76,1.91,0.82,370.0,Poor
Lucknow,2/5/2018,158.45,100.95,9.48,34.06,24.02,53.55,0.86,10.79,71.31,0.55,0.78,0.82,312.0,Very Poor
Lucknow,2/6/2018,161.37,100.95,8.8,28.92,24.7,55.88,0.69,11.05,59.51,0.56,0.4,0.82,323.0,Severe
Lucknow,2/7/2018,125.72,100.95,11.41,35.64,27.97,54.95,1.28,9.24,46.54,0.58,0.53,0.82,322.0,Good
Lucknow,2/8/2018,169.06,100.95,10.91,36.42,27.34,53.47,0.81,12.08,42.86,0.49,0.8,0.82,299.0,Poor
Lucknow,2/9/2018,137.16,100.95,10.14,34.68,26.29,53.26,0.95,14.02,40.36,0.52,0.75,0.82,290.0,Moderate
Lucknow,2/10/2018,123.17,100.95,18.07,38.79,34.48,51.39,1.12,13.01,32.64,0.86,1.04,0.82,286.0,Poor
Lucknow,2/11/2018,125.92,100.95,37.72,56.72,55.4,51.52,1.49,13.29,17.54,2.1,2.25,0.82,266.0,Very Poor
Lucknow,2/12/2018,124.69,100.95,12.11,37.19,29.17,63.55,1.09,12.54,22.29,0.68,1.14,0.82,267.0,Severe
Lucknow,2/13/2018,115.87,100.95,11.67,33.81,26.82,63.85,1.14,12.22,23.1,0.63,1.52,0.82,239.0,Good
Lucknow,2/14/2018,120.76,100.95,12.45,24.51,20.07,57.59,0.65,10.56,25.01,0.23,0.13,0.82,247.0,Poor
Lucknow,2/15/2018,148.44,100.95,7.98,25.39,22.13,56.2,0.62,13.72,28.0,0.28,0.14,0.82,301.0,Moderate
Lucknow,2/16/2018,225.93,100.95,7.58,21.43,21.53,63.7,0.68,15.47,30.65,0.31,0.14,0.82,359.0,Poor
Lucknow,2/17/2018,226.87,100.95,9.38,26.73,25.88,54.65,0.71,15.7,29.86,0.46,0.26,0.82,398.0,Very Poor
Lucknow,2/18/2018,194.03,100.95,13.24,36.45,30.06,54.24,0.8,15.42,25.56,0.64,0.39,0.82,358.0,Severe
Lucknow,2/19/2018,199.58,100.95,10.31,37.62,30.55,44.14,0.8,15.91,30.61,0.77,0.58,0.82,386.0,Good
Lucknow,2/20/2018,143.78,100.95,23.01,41.48,39.68,42.51,0.91,19.75,28.9,0.61,0.63,0.82,313.0,Very Poor
Lucknow,2/21/2018,228.66,100.95,95.81,50.36,85.51,37.55,1.23,19.24,25.85,2.48,2.11,0.82,332.0,Moderate
Lucknow,2/22/2018,233.24,100.95,45.77,48.38,55.94,42.25,1.15,20.89,23.8,1.87,1.62,0.82,394.0,Poor
Lucknow,2/23/2018,228.21,100.95,75.28,55.31,74.73,39.33,1.41,21.32,21.08,2.74,2.48,0.82,389.0,Very Poor
Lucknow,2/24/2018,198.75,100.95,38.5,54.01,52.21,43.39,1.14,21.7,42.51,1.79,1.78,0.82,382.0,Severe
Lucknow,2/25/2018,183.9,100.95,9.7,31.02,26.11,47.51,0.87,14.64,94.71,0.66,0.61,0.82,348.0,Good
Lucknow,2/26/2018,101.97,100.95,6.93,19.72,23.22,49.33,0.68,11.36,87.92,0.23,0.11,0.82,317.0,Very Poor
Lucknow,2/27/2018,76.71,100.95,7.25,25.24,30.83,48.61,0.72,13.5,89.05,0.39,0.25,0.82,181.0,Moderate
Lucknow,2/28/2018,107.99,100.95,8.49,28.14,36.52,47.4,0.85,13.53,98.61,0.62,1.77,0.82,202.0,Poor
Lucknow,3/1/2018,114.94,100.95,10.86,26.97,34.48,45.88,0.78,12.12,94.98,0.52,0.33,0.82,264.0,Very Poor
Lucknow,3/2/2018,111.57,100.95,8.91,21.7,29.24,44.09,0.89,13.04,98.26,0.42,0.18,0.82,236.0,Severe
Lucknow,3/3/2018,94.86,100.95,10.91,20.46,28.02,44.07,0.68,12.7,88.2,0.22,0.13,0.82,202.0,Good
Lucknow,3/4/2018,96.12,100.95,13.14,25.72,33.09,43.18,0.73,11.9,77.14,0.52,0.35,0.82,227.0,Poor
Lucknow,3/5/2018,91.04,100.95,8.88,20.32,28.16,43.88,0.65,11.02,59.88,0.28,0.13,0.82,187.0,Moderate
Lucknow,3/6/2018,141.46,100.95,8.84,21.47,27.32,44.73,0.63,12.26,61.54,0.17,0.08,0.82,250.0,Poor
Lucknow,3/7/2018,133.8,100.95,11.19,28.95,33.73,43.72,0.72,13.33,61.47,0.37,0.25,0.82,288.0,Very Poor
Lucknow,3/8/2018,170.76,100.95,19.28,44.32,51.26,41.16,0.87,15.43,42.5,1.0,0.66,0.82,340.0,Severe
Lucknow,3/9/2018,140.81,100.95,13.76,33.39,41.19,42.61,0.73,15.73,40.57,0.73,0.5,0.82,297.0,Good
Lucknow,3/10/2018,118.16,100.95,9.53,26.41,31.44,43.44,0.63,14.59,38.13,0.37,0.2,0.82,249.0,Poor
Lucknow,3/11/2018,133.03,100.95,10.28,28.51,32.65,43.47,0.69,18.02,30.69,0.36,0.23,0.82,219.0,Moderate
Lucknow,3/12/2018,133.07,100.95,11.36,29.11,34.97,43.39,1.05,15.34,36.22,0.52,0.31,0.82,247.0,Poor
